Student_ID,Age,Prior_Knowledge,Current_Mastery,Quiz_Score,Assignment_Score,Study_Time_Hours,Difficulty_Preference,Learning_Speed,Interest_Level,Concept_Completed,Concept_Current,Concept_Next,Mastery_Growth,Completion_Time,Learning_Objective
S01372,37,0.186,0.445,46.7,48.9,5.6,Medium,Average,3,Functions,Strings,Lists & Collections,0.463,7.7,Deep Learning
S01373,21,0.351,0.531,52.1,65.9,6.5,Hard,Average,5,Strings,Lists & Collections,Dictionaries,0.487,8.9,Deep Learning
S01374,25,0.731,0.475,52.0,47.3,4.2,Medium,Average,3,Recursion,Algorithms,Complexity Analysis,0.388,11.1,Deep Learning
S01375,18,0.342,0.413,43.3,46.4,6.2,Medium,Fast,1,File I/O,Error Handling,OOP,0.437,6.5,Deep Learning
S01376,20,0.848,0.571,51.7,50.4,5.7,Medium,Slow,2,Statistics,ML Basics,Neural Networks,0.333,23.6,Deep Learning
S01377,22,0.685,0.373,40.8,44.6,5.0,Hard,Average,3,OOP,Data Structures,Recursion,0.312,13.2,Deep Learning
S01378,26,0.083,0.357,28.1,43.2,4.0,Medium,Slow,3,Data Types,Operators,Conditionals,0.296,10.4,Deep Learning
S01379,25,0.271,0.357,41.4,39.3,3.5,Easy,Average,2,Conditionals,Loops,Functions,0.345,11.4,Deep Learning
S01380,28,0.221,0.506,62.7,53.6,2.9,Medium,Fast,1,Conditionals,Loops,Functions,0.274,4.1,Deep Learning
S01381,24,0.797,0.638,65.1,65.7,11.6,Easy,Average,2,Data Structures,Recursion,Algorithms,0.508,12.0,Deep Learning
S01382,32,0.029,0.205,6.1,25.8,0.7,Easy,Average,2,Variables,Data Types,Operators,0.301,6.5,Deep Learning
S01383,27,0.213,0.227,20.5,22.3,2.1,Hard,Average,5,Loops,Functions,Strings,0.263,11.6,Deep Learning
S01384,35,0.251,0.418,41.0,47.3,5.5,Hard,Slow,2,Operators,Conditionals,Loops,0.381,11.2,Deep Learning
S01385,16,0.32,0.68,60.6,67.6,18.9,Easy,Slow,3,Data Structures,Recursion,Algorithms,0.713,11.9,Deep Learning
S01386,19,0.553,0.62,65.4,64.3,6.8,Medium,Average,3,Error Handling,OOP,Data Structures,0.515,8.9,Deep Learning
S01387,25,0.254,0.459,40.6,54.7,6.0,Hard,Fast,3,Loops,Functions,Strings,0.381,4.5,Deep Learning
S01388,19,0.818,0.426,39.0,43.2,0.7,Hard,Slow,3,Loops,Functions,Strings,0.142,15.7,Deep Learning
S01389,21,0.603,0.579,60.8,45.4,5.4,Easy,Slow,5,Lists & Collections,Dictionaries,File I/O,0.41,13.3,Deep Learning
S01390,28,0.342,0.713,82.2,97.6,18.1,Medium,Slow,1,Lists & Collections,Dictionaries,File I/O,0.766,9.2,Deep Learning
S01391,18,0.058,0.495,48.5,63.1,15.0,Hard,Average,5,Strings,Lists & Collections,Dictionaries,0.688,6.3,Deep Learning
S01392,33,0.29,0.748,81.4,79.1,15.2,Hard,Average,5,Data Structures,Recursion,Algorithms,0.739,9.2,Deep Learning
S01393,17,0.565,0.789,78.2,64.0,19.3,Medium,Fast,5,NumPy,Pandas,Data Visualization,0.937,5.9,Deep Learning
S01394,23,0.07,0.334,40.0,37.9,3.8,Hard,Fast,2,Operators,Conditionals,Loops,0.251,9.0,Deep Learning
S01395,35,0.104,0.452,40.2,57.2,14.2,Easy,Average,2,Dictionaries,File I/O,Error Handling,0.569,7.3,Deep Learning
S01396,17,0.543,0.493,52.8,43.1,1.4,Hard,Average,4,File I/O,Error Handling,OOP,0.332,10.9,Deep Learning
S01397,20,0.434,0.439,41.7,57.6,4.2,Easy,Fast,5,Operators,Conditionals,Loops,0.494,4.4,Deep Learning
S01398,17,0.167,0.183,23.0,9.1,1.7,Medium,Fast,3,Conditionals,Loops,Functions,0.351,7.1,Deep Learning
S01399,34,0.553,0.404,43.4,53.5,5.0,Easy,Fast,3,File I/O,Error Handling,OOP,0.411,9.3,Deep Learning
S01400,19,0.358,0.656,76.1,65.3,14.0,Hard,Slow,1,Lists & Collections,Dictionaries,File I/O,0.511,16.0,Deep Learning
S01401,26,0.413,0.508,42.6,53.3,10.6,Medium,Fast,2,Dictionaries,File I/O,Error Handling,0.547,5.6,Deep Learning
S01402,17,0.23,0.599,61.8,42.0,11.2,Medium,Slow,5,Error Handling,OOP,Data Structures,0.615,10.6,Deep Learning
S01403,26,0.386,0.578,53.5,58.6,9.7,Easy,Slow,2,Error Handling,OOP,Data Structures,0.441,14.5,Deep Learning
S01404,28,0.251,0.38,36.9,27.9,1.9,Medium,Slow,5,Conditionals,Loops,Functions,0.322,13.7,Deep Learning
S01405,24,0.217,0.341,27.3,25.9,12.4,Easy,Fast,5,Lists & Collections,Dictionaries,File I/O,0.622,5.9,Deep Learning
S01406,24,0.342,0.321,21.9,41.3,5.7,Hard,Slow,4,Operators,Conditionals,Loops,0.413,13.8,Deep Learning
S01407,25,0.434,0.495,46.0,52.6,9.0,Easy,Average,5,Error Handling,OOP,Data Structures,0.474,9.8,Deep Learning
S01408,27,0.472,0.38,36.0,35.6,5.9,Hard,Slow,5,Data Structures,Recursion,Algorithms,0.505,17.4,Deep Learning
S01409,29,0.34,0.544,54.4,50.8,3.8,Easy,Average,2,Loops,Functions,Strings,0.33,9.7,Deep Learning
S01410,18,0.317,0.625,61.8,53.3,13.2,Hard,Average,2,Error Handling,OOP,Data Structures,0.676,9.2,Deep Learning
S01411,33,0.9,0.707,63.1,64.2,11.5,Easy,Average,1,Recursion,Algorithms,Complexity Analysis,0.491,9.9,Deep Learning
S01412,18,0.482,0.295,19.7,33.0,2.4,Medium,Slow,5,Dictionaries,File I/O,Error Handling,0.444,15.5,Deep Learning
S01413,29,0.172,0.512,51.7,50.5,8.4,Easy,Average,5,Functions,Strings,Lists & Collections,0.501,6.1,Deep Learning
S01414,19,0.383,0.501,49.4,56.4,7.9,Easy,Average,2,Strings,Lists & Collections,Dictionaries,0.445,9.3,Deep Learning
S01415,16,0.33,0.382,39.9,27.6,1.8,Medium,Average,5,Functions,Strings,Lists & Collections,0.378,7.0,Deep Learning
S01416,20,0.086,0.264,27.1,10.6,5.3,Medium,Fast,1,Conditionals,Loops,Functions,0.386,4.2,Deep Learning
S01417,31,0.096,0.425,38.7,25.1,9.2,Easy,Average,1,Operators,Conditionals,Loops,0.497,7.2,Deep Learning
S01418,30,0.088,0.406,45.1,35.5,10.9,Easy,Average,3,Operators,Conditionals,Loops,0.593,7.2,Deep Learning
S01419,19,0.369,0.407,50.1,46.6,3.3,Easy,Average,2,Loops,Functions,Strings,0.344,8.7,Deep Learning
S01420,16,0.296,0.52,49.5,56.0,9.1,Hard,Slow,1,Loops,Functions,Strings,0.368,13.0,Deep Learning
S01421,17,0.446,0.744,77.7,79.2,8.4,Medium,Fast,4,Strings,Lists & Collections,Dictionaries,0.516,6.8,Deep Learning
S01422,23,0.518,0.548,61.0,40.1,13.6,Medium,Average,4,OOP,Data Structures,Recursion,0.676,9.4,Deep Learning
S01423,26,0.182,0.415,41.1,42.3,14.4,Medium,Average,5,File I/O,Error Handling,OOP,0.789,4.8,Deep Learning
S01424,22,0.582,0.425,43.8,37.2,3.0,Easy,Fast,2,File I/O,Error Handling,OOP,0.26,8.4,Deep Learning
S01425,22,0.314,0.506,46.3,50.2,1.2,Easy,Average,5,Variables,Data Types,Operators,0.444,6.0,Deep Learning
S01426,26,0.315,0.452,36.4,40.7,5.7,Medium,Average,2,Loops,Functions,Strings,0.425,9.7,Deep Learning
S01427,18,0.188,0.336,28.8,23.5,4.1,Medium,Average,3,None,Python Basics,Variables,0.317,8.5,Deep Learning
S01428,24,0.283,0.35,40.1,36.5,2.8,Medium,Slow,5,Loops,Functions,Strings,0.346,11.3,Deep Learning
S01429,22,0.458,0.528,45.1,44.0,7.3,Easy,Fast,4,Strings,Lists & Collections,Dictionaries,0.636,4.8,Deep Learning
S01430,31,0.563,0.61,63.6,76.6,13.1,Easy,Slow,3,Recursion,Algorithms,Complexity Analysis,0.486,17.8,Deep Learning
S01431,21,0.534,0.353,31.2,24.8,1.4,Medium,Average,2,Dictionaries,File I/O,Error Handling,0.296,9.8,Deep Learning
S01432,24,0.442,0.439,37.7,42.0,3.0,Medium,Fast,5,Lists & Collections,Dictionaries,File I/O,0.478,5.4,Deep Learning
S01433,26,0.153,0.338,37.6,37.2,4.9,Medium,Average,2,Operators,Conditionals,Loops,0.348,10.4,Deep Learning
S01434,20,0.438,0.839,79.9,92.2,30.0,Medium,Fast,2,Algorithms,Complexity Analysis,NumPy,1.0,6.0,Deep Learning
S01435,19,0.338,0.365,38.1,32.6,6.2,Medium,Slow,1,Lists & Collections,Dictionaries,File I/O,0.521,13.0,Deep Learning
S01436,36,0.292,0.354,43.1,40.3,2.6,Medium,Slow,4,Conditionals,Loops,Functions,0.289,10.6,Deep Learning
S01437,26,0.375,0.366,36.6,35.3,1.1,Easy,Average,3,Loops,Functions,Strings,0.284,9.1,Deep Learning
S01438,25,0.288,0.337,23.5,28.6,1.3,Hard,Average,5,Data Types,Operators,Conditionals,0.238,7.5,Deep Learning
S01439,27,0.367,0.384,43.1,54.1,5.0,Medium,Fast,2,Functions,Strings,Lists & Collections,0.375,5.6,Deep Learning
S01440,23,0.376,0.465,48.2,64.0,4.4,Easy,Fast,5,Data Types,Operators,Conditionals,0.457,1.0,Deep Learning
S01441,18,0.244,0.446,48.8,57.2,13.8,Hard,Average,1,Dictionaries,File I/O,Error Handling,0.559,11.1,Deep Learning
S01442,16,0.207,0.4,35.5,29.1,8.2,Medium,Average,2,Dictionaries,File I/O,Error Handling,0.54,11.5,Deep Learning
S01443,30,0.489,0.276,28.2,22.0,0.7,Easy,Average,5,Strings,Lists & Collections,Dictionaries,0.362,9.7,Deep Learning
S01444,26,0.601,0.432,39.3,40.0,3.9,Medium,Average,1,File I/O,Error Handling,OOP,0.267,10.3,Deep Learning
S01445,27,0.148,0.535,48.5,46.9,13.4,Easy,Fast,1,File I/O,Error Handling,OOP,0.662,5.7,Deep Learning
S01446,22,0.515,0.429,35.6,54.6,11.7,Hard,Slow,5,Recursion,Algorithms,Complexity Analysis,0.723,14.4,Deep Learning
S01447,16,0.138,0.442,37.5,54.7,4.7,Medium,Slow,2,Conditionals,Loops,Functions,0.301,14.9,Deep Learning
S01448,16,0.279,0.374,35.5,44.3,3.1,Medium,Average,3,Operators,Conditionals,Loops,0.353,8.5,Deep Learning
S01449,16,0.643,0.698,64.6,76.5,8.9,Easy,Fast,2,OOP,Data Structures,Recursion,0.39,9.7,Deep Learning
S01450,31,0.293,0.592,56.2,65.9,16.7,Easy,Average,4,Algorithms,Complexity Analysis,NumPy,0.654,10.8,Deep Learning
S01451,27,0.43,0.491,51.8,37.2,13.2,Hard,Fast,1,Error Handling,OOP,Data Structures,0.587,5.5,Deep Learning
S01452,21,0.325,0.459,48.0,45.9,7.3,Easy,Average,3,Operators,Conditionals,Loops,0.516,7.0,Deep Learning
S01453,20,0.342,0.597,57.8,46.0,8.6,Medium,Fast,1,Conditionals,Loops,Functions,0.448,5.7,Deep Learning
S01454,19,0.393,0.699,57.8,60.4,16.5,Medium,Fast,5,NumPy,Pandas,Data Visualization,0.797,6.4,Deep Learning
S01455,16,0.183,0.301,32.8,28.0,3.3,Easy,Average,3,Operators,Conditionals,Loops,0.44,9.2,Deep Learning
S01456,25,0.098,0.522,57.4,45.3,8.6,Hard,Fast,1,Data Types,Operators,Conditionals,0.386,4.1,Deep Learning
S01457,33,0.344,0.178,35.4,18.5,3.4,Hard,Slow,3,Strings,Lists & Collections,Dictionaries,0.107,18.7,Deep Learning
S01458,28,0.255,0.465,50.2,47.0,8.0,Hard,Fast,2,Conditionals,Loops,Functions,0.401,7.1,Deep Learning
S01459,27,0.14,0.554,53.5,54.9,10.5,Easy,Average,3,Loops,Functions,Strings,0.569,8.8,Deep Learning
S01460,23,0.346,0.41,33.9,43.6,5.2,Hard,Fast,2,Loops,Functions,Strings,0.277,6.7,Deep Learning
S01461,25,0.503,0.499,53.3,49.9,4.6,Easy,Average,1,Strings,Lists & Collections,Dictionaries,0.235,11.0,Deep Learning
S01462,31,0.269,0.469,46.6,32.8,3.0,Medium,Slow,4,Operators,Conditionals,Loops,0.424,11.5,Deep Learning
S01463,30,0.535,0.626,56.5,70.8,12.1,Hard,Slow,3,File I/O,Error Handling,OOP,0.555,12.6,Deep Learning
S01464,23,0.445,0.514,45.8,49.4,8.3,Easy,Average,2,Lists & Collections,Dictionaries,File I/O,0.363,10.7,Deep Learning
S01465,24,0.801,0.686,50.9,76.0,8.7,Hard,Slow,2,File I/O,Error Handling,OOP,0.512,11.3,Deep Learning
S01466,20,0.398,0.551,60.9,45.7,4.5,Easy,Slow,2,Functions,Strings,Lists & Collections,0.426,12.1,Deep Learning
S01467,16,0.149,0.516,39.6,48.8,15.1,Medium,Fast,1,Error Handling,OOP,Data Structures,0.718,6.4,Deep Learning
S01468,19,0.306,0.476,50.1,42.2,5.2,Easy,Slow,5,Conditionals,Loops,Functions,0.528,8.5,Deep Learning
S01469,20,0.408,0.6,60.9,66.2,9.2,Medium,Fast,5,File I/O,Error Handling,OOP,0.586,3.2,Deep Learning
S01470,16,0.118,0.454,60.3,48.8,3.1,Medium,Average,2,Conditionals,Loops,Functions,0.298,10.0,Deep Learning
S01471,29,0.301,0.684,61.3,77.6,16.5,Easy,Fast,5,File I/O,Error Handling,OOP,0.824,2.0,Deep Learning
S01472,34,0.247,0.356,26.5,30.9,6.4,Easy,Slow,5,Conditionals,Loops,Functions,0.537,8.8,Deep Learning
S01473,29,0.36,0.402,36.4,48.9,2.2,Hard,Slow,3,Operators,Conditionals,Loops,0.184,15.8,Deep Learning
S01474,28,0.455,0.386,38.8,44.2,0.8,Medium,Slow,1,Conditionals,Loops,Functions,0.142,16.9,Deep Learning
S01475,24,0.176,0.261,30.5,25.1,7.5,Medium,Average,2,Conditionals,Loops,Functions,0.475,9.3,Deep Learning
S01476,19,0.527,0.539,59.9,51.2,7.7,Easy,Slow,2,Error Handling,OOP,Data Structures,0.491,12.6,Deep Learning
S01477,23,0.204,0.359,39.5,42.0,4.5,Hard,Average,3,Lists & Collections,Dictionaries,File I/O,0.425,12.0,Deep Learning
S01478,17,0.554,0.34,34.6,24.4,1.8,Medium,Average,5,Dictionaries,File I/O,Error Handling,0.399,11.3,Deep Learning
S01479,16,0.196,0.433,42.0,61.9,7.2,Easy,Average,4,Functions,Strings,Lists & Collections,0.493,7.8,Deep Learning
S01480,26,0.433,0.475,45.1,45.6,2.6,Medium,Average,3,Strings,Lists & Collections,Dictionaries,0.278,12.3,Deep Learning
S01481,16,0.417,0.298,34.2,28.0,3.2,Easy,Average,4,Lists & Collections,Dictionaries,File I/O,0.325,11.7,Deep Learning
S01482,17,0.403,0.521,56.1,73.7,5.9,Easy,Slow,1,Functions,Strings,Lists & Collections,0.456,8.3,Deep Learning
S01483,21,0.488,0.416,31.4,41.8,2.5,Easy,Fast,1,Error Handling,OOP,Data Structures,0.163,12.5,Deep Learning
S01484,33,0.481,0.453,39.9,45.8,6.9,Easy,Slow,2,Strings,Lists & Collections,Dictionaries,0.393,12.1,Deep Learning
S01485,28,0.796,0.565,60.1,46.6,1.8,Easy,Slow,3,Strings,Lists & Collections,Dictionaries,0.344,10.1,Deep Learning
S01486,27,0.233,0.43,37.2,37.5,8.9,Easy,Average,5,Dictionaries,File I/O,Error Handling,0.566,7.4,Deep Learning
S01487,24,0.773,0.761,94.2,63.4,21.8,Easy,Average,3,Data Visualization,Statistics,ML Basics,0.823,8.8,Deep Learning
S01488,27,0.349,0.523,47.9,43.2,7.5,Medium,Fast,5,Functions,Strings,Lists & Collections,0.565,4.5,Deep Learning
S01489,27,0.094,0.388,45.7,40.7,10.3,Medium,Fast,5,Conditionals,Loops,Functions,0.632,4.5,Deep Learning
S01490,17,0.478,0.589,55.8,40.5,13.3,Hard,Fast,4,File I/O,Error Handling,OOP,0.679,3.5,Deep Learning
S01491,29,0.383,0.658,74.4,62.2,16.2,Medium,Slow,1,Recursion,Algorithms,Complexity Analysis,0.705,12.3,Deep Learning
S01492,28,0.728,0.742,81.2,66.9,13.8,Medium,Average,3,NumPy,Pandas,Data Visualization,0.647,7.7,Deep Learning
S01493,31,0.74,0.528,48.8,50.2,1.6,Hard,Average,1,Strings,Lists & Collections,Dictionaries,0.181,10.9,Deep Learning
S01494,25,0.505,0.657,76.9,67.8,10.5,Medium,Slow,4,File I/O,Error Handling,OOP,0.708,12.2,Deep Learning
S01495,23,0.048,0.328,36.8,26.1,7.9,Medium,Fast,3,Conditionals,Loops,Functions,0.394,8.6,Deep Learning
S01496,29,0.581,0.618,53.2,50.9,6.5,Medium,Average,4,Lists & Collections,Dictionaries,File I/O,0.529,8.4,Deep Learning
S01497,26,0.652,0.498,55.0,56.0,12.3,Medium,Average,3,Algorithms,Complexity Analysis,NumPy,0.502,12.1,Deep Learning
S01498,34,0.2,0.584,62.0,53.0,15.4,Medium,Average,4,Lists & Collections,Dictionaries,File I/O,0.856,6.0,Deep Learning
S01499,16,0.408,0.57,55.0,63.5,11.0,Hard,Slow,2,Lists & Collections,Dictionaries,File I/O,0.546,11.9,Deep Learning
S01500,26,0.253,0.479,53.0,50.5,5.8,Easy,Average,1,Operators,Conditionals,Loops,0.38,7.7,Deep Learning
S01501,18,0.158,0.364,43.6,29.7,1.1,Medium,Average,4,Python Basics,Variables,Data Types,0.171,9.1,Deep Learning
S01502,18,0.635,0.505,65.3,63.0,5.8,Medium,Average,2,Error Handling,OOP,Data Structures,0.413,10.1,Deep Learning
S01503,22,0.581,0.552,61.4,57.9,5.5,Easy,Slow,4,Strings,Lists & Collections,Dictionaries,0.51,12.0,Deep Learning
S01504,27,0.111,0.455,43.5,56.3,8.5,Easy,Average,4,Python Basics,Variables,Data Types,0.585,5.7,Deep Learning
S01505,26,0.104,0.459,50.9,48.5,14.2,Medium,Average,2,OOP,Data Structures,Recursion,0.703,9.0,Deep Learning
S01506,20,0.082,0.299,30.6,36.0,2.1,Easy,Slow,1,Operators,Conditionals,Loops,0.378,12.5,Deep Learning
S01507,20,0.375,0.323,33.6,30.7,1.7,Medium,Average,4,Functions,Strings,Lists & Collections,0.359,9.0,Deep Learning
S01508,26,0.552,0.694,63.0,57.6,10.6,Easy,Average,1,OOP,Data Structures,Recursion,0.439,12.5,Deep Learning
S01509,16,0.595,0.333,28.8,39.4,4.5,Medium,Average,4,Algorithms,Complexity Analysis,NumPy,0.457,12.5,Deep Learning
S01510,34,0.427,0.652,64.6,77.7,17.9,Medium,Average,4,OOP,Data Structures,Recursion,0.711,9.9,Deep Learning
S01511,30,0.354,0.262,26.7,33.1,3.9,Easy,Slow,1,Dictionaries,File I/O,Error Handling,0.283,15.6,Deep Learning
S01512,26,0.37,0.694,62.3,69.5,13.2,Medium,Slow,5,Error Handling,OOP,Data Structures,0.751,7.6,Deep Learning
S01513,16,0.743,0.723,69.5,64.5,15.1,Medium,Average,1,Complexity Analysis,NumPy,Pandas,0.757,8.2,Deep Learning
S01514,17,0.446,0.944,96.1,100.0,17.9,Easy,Average,2,Pandas,Data Visualization,Statistics,0.709,8.3,Deep Learning
S01515,27,0.238,0.293,28.3,46.2,1.3,Hard,Average,4,Data Types,Operators,Conditionals,0.147,6.2,Deep Learning
S01516,16,0.384,0.564,49.2,60.3,7.3,Hard,Slow,4,Lists & Collections,Dictionaries,File I/O,0.408,13.8,Deep Learning
S01517,21,0.857,0.583,51.9,56.4,1.9,Hard,Slow,3,Dictionaries,File I/O,Error Handling,0.283,16.1,Deep Learning
S01518,26,0.517,0.351,37.8,46.6,6.1,Hard,Average,2,Data Structures,Recursion,Algorithms,0.398,15.5,Deep Learning
S01519,24,0.173,0.444,44.8,51.1,2.3,Medium,Average,3,Data Types,Operators,Conditionals,0.25,7.4,Deep Learning
S01520,24,0.252,0.682,61.6,86.4,11.5,Medium,Average,3,Functions,Strings,Lists & Collections,0.555,8.3,Deep Learning
S01521,24,0.265,0.33,42.3,31.5,2.0,Easy,Slow,3,Functions,Strings,Lists & Collections,0.358,10.3,Deep Learning
S01522,16,0.601,0.748,68.2,64.0,23.4,Easy,Fast,3,Statistics,ML Basics,Neural Networks,0.705,7.9,Deep Learning
S01523,16,0.438,0.532,64.6,55.0,7.1,Medium,Slow,3,Functions,Strings,Lists & Collections,0.486,9.5,Deep Learning
S01524,25,0.257,0.54,72.7,48.9,5.5,Medium,Fast,1,Loops,Functions,Strings,0.378,7.5,Deep Learning
S01525,22,0.148,0.757,74.4,91.6,18.5,Medium,Fast,1,Strings,Lists & Collections,Dictionaries,0.746,5.5,Deep Learning
S01526,25,0.672,0.47,46.4,47.5,7.4,Hard,Average,1,Algorithms,Complexity Analysis,NumPy,0.443,14.7,Deep Learning
S01527,27,0.596,0.342,28.2,34.5,4.8,Medium,Average,1,Data Structures,Recursion,Algorithms,0.24,17.7,Deep Learning
S01528,16,0.262,0.691,71.3,71.2,16.0,Easy,Fast,1,Dictionaries,File I/O,Error Handling,0.645,6.2,Deep Learning
S01529,36,0.406,0.39,23.3,26.3,0.8,Hard,Average,5,Strings,Lists & Collections,Dictionaries,0.216,9.5,Deep Learning
S01530,24,0.512,0.591,65.1,65.6,8.7,Hard,Fast,2,Conditionals,Loops,Functions,0.402,6.2,Deep Learning
S01531,32,0.314,0.428,37.4,43.2,2.7,Easy,Average,3,Variables,Data Types,Operators,0.358,7.4,Deep Learning
S01532,20,0.614,0.561,56.0,53.2,3.2,Easy,Average,3,Conditionals,Loops,Functions,0.304,8.3,Deep Learning
S01533,16,0.519,0.653,55.3,78.4,13.4,Easy,Average,2,OOP,Data Structures,Recursion,0.557,13.3,Deep Learning
S01534,23,0.182,0.256,23.2,42.9,1.0,Easy,Average,4,Operators,Conditionals,Loops,0.44,8.5,Deep Learning
S01535,29,0.435,0.284,36.5,39.2,6.6,Medium,Average,5,Dictionaries,File I/O,Error Handling,0.54,9.5,Deep Learning
S01536,29,0.403,0.492,51.8,54.4,8.9,Medium,Slow,5,Strings,Lists & Collections,Dictionaries,0.562,10.6,Deep Learning
S01537,25,0.293,0.423,36.4,64.2,10.1,Easy,Slow,3,Error Handling,OOP,Data Structures,0.523,12.1,Deep Learning
S01538,20,0.653,0.454,47.3,65.4,7.3,Medium,Slow,5,OOP,Data Structures,Recursion,0.582,17.5,Deep Learning
S01539,20,0.514,0.432,46.4,36.4,5.7,Medium,Fast,5,OOP,Data Structures,Recursion,0.483,7.9,Deep Learning
S01540,22,0.222,0.624,64.1,38.4,25.2,Hard,Slow,3,Lists & Collections,Dictionaries,File I/O,0.986,9.0,Deep Learning
S01541,22,0.216,0.349,44.3,39.1,3.3,Medium,Slow,2,Operators,Conditionals,Loops,0.321,14.1,Deep Learning
S01542,24,0.374,0.364,42.6,38.6,2.8,Easy,Average,2,Functions,Strings,Lists & Collections,0.497,6.9,Deep Learning
S01543,33,0.637,0.632,70.6,57.5,7.5,Hard,Slow,1,File I/O,Error Handling,OOP,0.443,11.6,Deep Learning
S01544,24,0.35,0.408,42.4,45.9,5.5,Hard,Slow,1,Strings,Lists & Collections,Dictionaries,0.255,16.2,Deep Learning
S01545,27,0.516,0.56,49.9,47.6,11.0,Easy,Average,4,Algorithms,Complexity Analysis,NumPy,0.583,9.3,Deep Learning
S01546,25,0.717,0.893,79.0,87.4,23.1,Hard,Fast,1,Algorithms,Complexity Analysis,NumPy,0.947,6.3,Deep Learning
S01547,20,0.389,0.42,44.8,46.9,8.4,Medium,Slow,1,Lists & Collections,Dictionaries,File I/O,0.529,13.0,Deep Learning
S01548,30,0.564,0.557,54.1,48.5,3.3,Hard,Average,1,Error Handling,OOP,Data Structures,0.235,15.6,Deep Learning
S01549,17,0.162,0.273,26.5,52.4,3.0,Medium,Average,1,Variables,Data Types,Operators,0.266,7.8,Deep Learning
S01550,16,0.058,0.32,31.8,38.4,5.6,Medium,Average,4,Operators,Conditionals,Loops,0.398,9.7,Deep Learning
S01551,20,0.516,0.6,61.0,68.6,14.4,Medium,Average,3,Data Structures,Recursion,Algorithms,0.667,6.4,Deep Learning
S01552,27,0.19,0.211,28.8,24.9,3.4,Easy,Average,2,Operators,Conditionals,Loops,0.338,9.5,Deep Learning
S01553,25,0.229,0.445,41.8,35.6,9.5,Hard,Slow,4,Error Handling,OOP,Data Structures,0.445,11.0,Deep Learning
S01554,28,0.368,0.559,67.0,70.8,6.8,Easy,Fast,1,Strings,Lists & Collections,Dictionaries,0.398,4.7,Deep Learning
S01555,20,0.518,0.583,65.7,68.0,7.7,Easy,Slow,3,Lists & Collections,Dictionaries,File I/O,0.431,12.4,Deep Learning
S01556,19,0.268,0.538,57.8,54.4,10.5,Medium,Average,1,Loops,Functions,Strings,0.538,6.5,Deep Learning
S01557,22,0.311,0.722,55.8,58.5,20.9,Medium,Slow,4,Recursion,Algorithms,Complexity Analysis,1.0,10.3,Deep Learning
S01558,18,0.473,0.465,52.3,38.7,3.9,Hard,Average,2,Conditionals,Loops,Functions,0.209,11.4,Deep Learning
S01559,22,0.238,0.306,25.3,17.3,4.5,Medium,Fast,4,Functions,Strings,Lists & Collections,0.416,5.6,Deep Learning
S01560,28,0.736,0.848,84.7,82.3,13.9,Medium,Slow,5,Complexity Analysis,NumPy,Pandas,0.817,7.7,Deep Learning
S01561,32,0.247,0.462,48.7,44.9,4.0,Hard,Average,2,Conditionals,Loops,Functions,0.259,10.9,Deep Learning
S01562,24,0.056,0.373,56.7,38.5,8.6,Easy,Fast,5,Lists & Collections,Dictionaries,File I/O,0.591,3.7,Deep Learning
S01563,30,0.385,0.539,46.3,57.8,8.9,Hard,Fast,1,Error Handling,OOP,Data Structures,0.394,7.0,Deep Learning
S01564,20,0.459,0.495,53.3,55.8,7.7,Easy,Fast,3,Dictionaries,File I/O,Error Handling,0.384,6.2,Deep Learning
S01565,27,0.326,0.479,45.1,34.4,8.5,Easy,Fast,2,Functions,Strings,Lists & Collections,0.499,5.7,Deep Learning
S01566,16,0.131,0.552,54.4,35.0,7.0,Easy,Average,3,Variables,Data Types,Operators,0.54,5.7,Deep Learning
S01567,23,0.116,0.405,37.4,38.3,6.7,Easy,Fast,5,Data Types,Operators,Conditionals,0.553,2.0,Deep Learning
S01568,32,0.475,0.382,33.9,52.9,9.8,Medium,Fast,1,OOP,Data Structures,Recursion,0.494,10.3,Deep Learning
S01569,41,0.33,0.601,52.0,65.9,16.5,Easy,Fast,1,Recursion,Algorithms,Complexity Analysis,0.504,6.8,Deep Learning
S01570,25,0.238,0.379,33.4,33.0,4.3,Medium,Slow,3,Functions,Strings,Lists & Collections,0.444,11.6,Deep Learning
S01571,20,0.234,0.253,17.7,23.3,3.7,Medium,Slow,2,Conditionals,Loops,Functions,0.351,14.3,Deep Learning
S01572,24,0.726,0.481,55.6,67.9,3.8,Medium,Slow,5,Dictionaries,File I/O,Error Handling,0.449,15.6,Deep Learning
S01573,38,0.336,0.642,58.3,56.5,7.3,Easy,Slow,3,Functions,Strings,Lists & Collections,0.532,8.2,Deep Learning
S01574,24,0.575,0.451,41.5,49.3,7.3,Medium,Fast,2,Data Structures,Recursion,Algorithms,0.522,8.2,Deep Learning
S01575,32,0.597,0.342,38.9,30.6,1.9,Hard,Average,1,Functions,Strings,Lists & Collections,0.137,14.0,Deep Learning
S01576,22,0.336,0.57,64.3,46.5,13.0,Medium,Average,4,File I/O,Error Handling,OOP,0.74,7.3,Deep Learning
S01577,21,0.295,0.538,61.3,60.7,8.3,Easy,Slow,5,Strings,Lists & Collections,Dictionaries,0.605,10.8,Deep Learning
S01578,26,0.089,0.554,45.3,47.5,8.5,Medium,Slow,5,Data Types,Operators,Conditionals,0.508,5.9,Deep Learning
